'Elapsed time','Abdomen_3'
'0:00.375',0.800
'0:00.376',0.800
'0:00.377',0.800
'0:00.378',0.900
'0:00.379',1.200
'0:00.380',1.800
'0:00.381',2.500
'0:00.382',3.100
'0:00.383',3.100
'0:00.384',2.500
'0:00.385',1.300
'0:00.386',-0.100
'0:00.387',-1.200
'0:00.388',-1.600
'0:00.389',-1.200
'0:00.390',-0.400
'0:00.391',0.600
'0:00.392',1.400
'0:00.393',1.800
'0:00.394',1.700
'0:00.395',1.200
'0:00.396',0.500
'0:00.397',-0.400
'0:00.398',-1.200
'0:00.399',-1.400
'0:00.400',-0.900
'0:00.401',0.000
'0:00.402',1.200
'0:00.403',2.000
'0:00.404',2.000
'0:00.405',1.500
'0:00.406',0.800
'0:00.407',0.300
'0:00.408',0.400
'0:00.409',0.900
'0:00.410',1.500
'0:00.411',1.800
'0:00.412',1.600
'0:00.413',1.100
'0:00.414',0.800
'0:00.415',0.900
'0:00.416',1.300
'0:00.417',1.800
'0:00.418',2.000
'0:00.419',1.900
'0:00.420',1.400
'0:00.421',0.800
'0:00.422',0.500
'0:00.423',0.600
'0:00.424',1.000
'0:00.425',1.600
'0:00.426',2.100
'0:00.427',2.300
'0:00.428',2.200
'0:00.429',1.800
'0:00.430',1.100
'0:00.431',0.300
'0:00.432',-0.500
'0:00.433',-1.100
'0:00.434',-1.700
'0:00.435',-1.900
'0:00.436',-1.900
'0:00.437',-1.600
'0:00.438',-0.900
'0:00.439',0.100
'0:00.440',1.200
'0:00.441',2.300
'0:00.442',3.100
'0:00.443',3.500
'0:00.444',3.400
'0:00.445',3.100
'0:00.446',2.600
'0:00.447',2.100
'0:00.448',1.800
'0:00.449',1.700
'0:00.450',1.800
'0:00.451',2.100
'0:00.452',2.600
'0:00.453',3.300
'0:00.454',4.200
'0:00.455',5.000
'0:00.456',5.500
'0:00.457',5.300
'0:00.458',4.400
'0:00.459',3.100
'0:00.460',1.800
'0:00.461',1.100
'0:00.462',1.000
'0:00.463',1.300
'0:00.464',1.500
'0:00.465',1.200
'0:00.466',0.300
'0:00.467',-0.800
'0:00.468',-1.700
'0:00.469',-2.000
'0:00.470',-1.900
'0:00.471',-1.500
'0:00.472',-1.300
'0:00.473',-1.500
'0:00.474',-2.100
'0:00.475',-3.000
'0:00.476',-3.900
'0:00.477',-4.700
'0:00.478',-5.300
'0:00.479',-5.500
'0:00.480',-5.400
'0:00.481',-4.800
'0:00.482',-3.900
'0:00.483',-3.000
'0:00.484',-2.100
'0:00.485',-1.400
'0:00.486',-1.000
'0:00.487',-0.900
'0:00.488',-1.100
'0:00.489',-1.600
'0:00.490',-2.600
'0:00.491',-3.700
'0:00.492',-4.700
'0:00.493',-5.000
'0:00.494',-4.600
'0:00.495',-3.500
'0:00.496',-2.400
'0:00.497',-1.600
'0:00.498',-1.500
'0:00.499',-1.900
'0:00.500',-2.300
'0:00.501',-2.600
'0:00.502',-2.700
'0:00.503',-2.800
'0:00.504',-3.200
'0:00.505',-3.700
'0:00.506',-4.200
'0:00.507',-4.200
'0:00.508',-3.700
'0:00.509',-2.700
'0:00.510',-1.900
'0:00.511',-1.600
'0:00.512',-1.800
'0:00.513',-2.400
'0:00.514',-2.800
'0:00.515',-2.700
'0:00.516',-2.100
'0:00.517',-1.400
'0:00.518',-1.000
'0:00.519',-1.200
'0:00.520',-2.000
'0:00.521',-3.200
'0:00.522',-4.700
'0:00.523',-6.100
'0:00.524',-7.300
'0:00.525',-8.200
'0:00.526',-8.400
'0:00.527',-8.000
'0:00.528',-7.300
'0:00.529',-6.400
'0:00.530',-5.800
'0:00.531',-5.600
'0:00.532',-5.500
'0:00.533',-5.400
'0:00.534',-5.100
'0:00.535',-4.500
'0:00.536',-4.000
'0:00.537',-3.900
'0:00.538',-4.100
'0:00.539',-4.500
'0:00.540',-4.700
'0:00.541',-4.400
'0:00.542',-3.700
'0:00.543',-2.900
'0:00.544',-2.200
'0:00.545',-1.800
'0:00.546',-1.500
'0:00.547',-1.100
'0:00.548',-0.500
'0:00.549',0.000
'0:00.550',0.100
'0:00.551',-0.400
'0:00.552',-1.500
'0:00.553',-2.700
'0:00.554',-3.400
'0:00.555',-3.500
'0:00.556',-3.100
'0:00.557',-2.600
'0:00.558',-2.400
'0:00.559',-2.700
'0:00.560',-3.100
'0:00.561',-3.400
'0:00.562',-3.200
'0:00.563',-2.800
'0:00.564',-2.500
'0:00.565',-2.600
'0:00.566',-3.200
'0:00.567',-4.100
'0:00.568',-5.000
'0:00.569',-5.500
'0:00.570',-5.700
'0:00.571',-5.600
'0:00.572',-5.500
'0:00.573',-5.600
'0:00.574',-5.800
'0:00.575',-6.300
'0:00.576',-6.900
'0:00.577',-7.700
'0:00.578',-8.400
'0:00.579',-9.000
'0:00.580',-9.200
'0:00.581',-8.800
'0:00.582',-8.000
'0:00.583',-6.900
'0:00.584',-6.100
'0:00.585',-5.700
'0:00.586',-5.900
'0:00.587',-6.400
'0:00.588',-7.100
'0:00.589',-7.500
'0:00.590',-7.400
'0:00.591',-7.000
'0:00.592',-6.300
'0:00.593',-5.600
'0:00.594',-5.200
'0:00.595',-5.100
'0:00.596',-5.400
'0:00.597',-5.800
'0:00.598',-6.000
'0:00.599',-5.900
'0:00.600',-5.300
'0:00.601',-4.600
'0:00.602',-3.900
'0:00.603',-3.500
'0:00.604',-3.500
'0:00.605',-3.800
'0:00.606',-4.200
'0:00.607',-4.500
'0:00.608',-4.600
'0:00.609',-4.400
'0:00.610',-4.300
'0:00.611',-4.100
'0:00.612',-4.100
'0:00.613',-4.000
'0:00.614',-3.900
'0:00.615',-3.600
'0:00.616',-3.300
'0:00.617',-2.900
'0:00.618',-2.300
'0:00.619',-1.700
'0:00.620',-1.200
'0:00.621',-0.900
'0:00.622',-1.000
'0:00.623',-1.600
'0:00.624',-2.300
'0:00.625',-3.000
'0:00.626',-3.200
'0:00.627',-2.900
'0:00.628',-2.600
'0:00.629',-2.700
'0:00.630',-3.400
'0:00.631',-4.900
'0:00.632',-6.700
'0:00.633',-8.200
'0:00.634',-8.700
'0:00.635',-8.300
'0:00.636',-7.000
'0:00.637',-5.500
'0:00.638',-4.400
'0:00.639',-3.700
'0:00.640',-3.400
'0:00.641',-2.700
'0:00.642',-0.900
'0:00.643',2.400
'0:00.644',6.900
'0:00.645',11.900
'0:00.646',16.200
'0:00.647',18.900
'0:00.648',19.300
'0:00.649',17.800
'0:00.650',15.100
'0:00.651',12.000
'0:00.652',9.200
'0:00.653',6.900
'0:00.654',4.800
'0:00.655',2.600
'0:00.656',0.000
'0:00.657',-2.800
'0:00.658',-5.800
'0:00.659',-8.500
'0:00.660',-10.700
'0:00.661',-12.000
'0:00.662',-12.200
'0:00.663',-11.400
'0:00.664',-9.600
'0:00.665',-7.100
'0:00.666',-4.400
'0:00.667',-1.900
'0:00.668',0.100
'0:00.669',1.600
'0:00.670',2.700
'0:00.671',3.500
'0:00.672',3.800
'0:00.673',3.800
'0:00.674',3.400
'0:00.675',2.800
'0:00.676',2.500
'0:00.677',3.000
'0:00.678',4.600
'0:00.679',7.000
'0:00.680',9.900
'0:00.681',12.500
'0:00.682',14.600
'0:00.683',16.100
'0:00.684',17.200
'0:00.685',18.100
'0:00.686',19.000
'0:00.687',19.800
'0:00.688',20.400
'0:00.689',20.700
'0:00.690',20.800
'0:00.691',20.900
'0:00.692',21.100
'0:00.693',21.500
'0:00.694',21.900
'0:00.695',21.900
'0:00.696',21.500
'0:00.697',20.400
'0:00.698',19.000
'0:00.699',17.200
'0:00.700',15.300
'0:00.701',13.200
'0:00.702',10.900
'0:00.703',8.000
'0:00.704',4.800
'0:00.705',1.500
'0:00.706',-1.600
'0:00.707',-3.800
'0:00.708',-4.800
'0:00.709',-4.600
'0:00.710',-3.500
'0:00.711',-2.100
'0:00.712',-1.200
'0:00.713',-1.300
'0:00.714',-2.600
'0:00.715',-4.700
'0:00.716',-7.200
'0:00.717',-9.600
'0:00.718',-11.800
'0:00.719',-13.700
'0:00.720',-15.500
'0:00.721',-17.200
'0:00.722',-18.700
'0:00.723',-19.700
'0:00.724',-20.000
'0:00.725',-19.800
'0:00.726',-19.200
'0:00.727',-18.700
'0:00.728',-18.600
'0:00.729',-19.000
'0:00.730',-19.800
'0:00.731',-20.700
'0:00.732',-21.400
'0:00.733',-21.900
'0:00.734',-21.900
'0:00.735',-21.700
'0:00.736',-21.300
'0:00.737',-20.700
'0:00.738',-20.100
'0:00.739',-19.200
'0:00.740',-18.100
'0:00.741',-16.500
'0:00.742',-14.600
'0:00.743',-12.600
'0:00.744',-10.800
'0:00.745',-9.400
'0:00.746',-8.500
'0:00.747',-7.800
'0:00.748',-7.100
'0:00.749',-6.200
'0:00.750',-5.200
'0:00.751',-4.300
'0:00.752',-3.600
'0:00.753',-3.000
'0:00.754',-2.300
'0:00.755',-1.400
'0:00.756',-0.200
'0:00.757',0.900
'0:00.758',1.300
'0:00.759',0.700
'0:00.760',-0.900
'0:00.761',-3.000
'0:00.762',-5.100
'0:00.763',-6.600
'0:00.764',-7.200
'0:00.765',-7.100
'0:00.766',-6.500
'0:00.767',-5.600
'0:00.768',-4.600
'0:00.769',-3.700
'0:00.770',-3.000
'0:00.771',-2.700
'0:00.772',-2.600
'0:00.773',-2.700
'0:00.774',-2.700
'0:00.775',-2.400
'0:00.776',-1.800
'0:00.777',-0.700
'0:00.778',0.400
'0:00.779',1.400
'0:00.780',2.100
'0:00.781',2.600
'0:00.782',2.900
'0:00.783',2.900
'0:00.784',2.700
'0:00.785',2.100
'0:00.786',1.200
'0:00.787',0.000
'0:00.788',-1.000
'0:00.789',-1.600
'0:00.790',-1.700
'0:00.791',-1.500
'0:00.792',-1.200
'0:00.793',-0.800
'0:00.794',-0.600
'0:00.795',-0.300
'0:00.796',0.100
'0:00.797',0.400
'0:00.798',0.800
'0:00.799',1.000
'0:00.800',1.000
'0:00.801',1.000
'0:00.802',0.800
'0:00.803',0.500
'0:00.804',0.100
'0:00.805',-0.400
'0:00.806',-1.100
'0:00.807',-1.700
'0:00.808',-2.000
'0:00.809',-1.900
'0:00.810',-1.400
'0:00.811',-0.700
'0:00.812',-0.100
'0:00.813',0.000
'0:00.814',-0.400
'0:00.815',-1.000
'0:00.816',-1.600
'0:00.817',-1.900
'0:00.818',-1.800
'0:00.819',-1.200
'0:00.820',-0.500
'0:00.821',0.100
'0:00.822',0.400
'0:00.823',0.500
'0:00.824',0.400
'0:00.825',0.400
'0:00.826',0.400
'0:00.827',0.500
'0:00.828',0.600
'0:00.829',0.600
'0:00.830',0.500
'0:00.831',0.200
'0:00.832',-0.300
'0:00.833',-1.100
'0:00.834',-1.900
'0:00.835',-2.400
'0:00.836',-2.500
'0:00.837',-2.000
'0:00.838',-1.200
'0:00.839',-0.600
'0:00.840',-0.500
'0:00.841',-0.900
'0:00.842',-1.500
'0:00.843',-2.000
'0:00.844',-2.000
'0:00.845',-1.800
'0:00.846',-1.800
'0:00.847',-2.100
'0:00.848',-2.700
'0:00.849',-3.300
'0:00.850',-3.200
'0:00.851',-2.200
'0:00.852',-0.800
'0:00.853',0.400
'0:00.854',0.900
'0:00.855',0.400
'0:00.856',-0.700
'0:00.857',-1.600
'0:00.858',-1.900
'0:00.859',-1.400
'0:00.860',-0.500
'0:00.861',0.200
'0:00.862',0.400
'0:00.863',0.200
'0:00.864',-0.300
'0:00.865',-0.600
'0:00.866',-0.800
'0:00.867',-0.900
'0:00.868',-1.100
'0:00.869',-1.500
'0:00.870',-1.700
'0:00.871',-1.400
'0:00.872',-0.600
'0:00.873',0.800
'0:00.874',2.300
'0:00.875',3.400
'0:00.876',3.900
'0:00.877',3.900
'0:00.878',3.700
'0:00.879',3.600
'0:00.880',3.600
'0:00.881',3.500
'0:00.882',2.900
'0:00.883',2.000
'0:00.884',0.800
'0:00.885',0.100
'0:00.886',0.200
'0:00.887',1.400
'0:00.888',3.300
'0:00.889',5.500
'0:00.890',7.100
'0:00.891',7.900
'0:00.892',7.700
'0:00.893',7.000
'0:00.894',6.100
'0:00.895',5.100
'0:00.896',4.100
'0:00.897',2.800
'0:00.898',1.400
'0:00.899',0.000
'0:00.900',-0.900
'0:00.901',-1.200
'0:00.902',-0.700
'0:00.903',0.100
'0:00.904',1.100
'0:00.905',1.900
'0:00.906',2.600
'0:00.907',3.300
'0:00.908',3.900
'0:00.909',4.200
'0:00.910',3.800
'0:00.911',2.900
'0:00.912',1.500
'0:00.913',0.400
'0:00.914',0.100
'0:00.915',0.900
'0:00.916',2.400
'0:00.917',4.000
'0:00.918',5.200
'0:00.919',5.700
'0:00.920',5.500
'0:00.921',5.100
'0:00.922',4.800
'0:00.923',4.700
'0:00.924',4.500
'0:00.925',3.900
'0:00.926',3.000
'0:00.927',1.800
'0:00.928',0.700
'0:00.929',0.300
'0:00.930',0.500
'0:00.931',1.300
'0:00.932',2.000
'0:00.933',2.200
'0:00.934',1.700
'0:00.935',0.800
'0:00.936',-0.100
'0:00.937',-0.500
'0:00.938',-0.300
'0:00.939',0.300
'0:00.940',1.200
'0:00.941',1.700
'0:00.942',1.900
'0:00.943',1.900
'0:00.944',1.700
'0:00.945',1.800
'0:00.946',2.000
'0:00.947',2.300
'0:00.948',2.400
'0:00.949',2.300
'0:00.950',1.900
'0:00.951',1.700
'0:00.952',1.800
'0:00.953',2.500
'0:00.954',3.400
'0:00.955',4.300
'0:00.956',4.800
'0:00.957',4.900
'0:00.958',4.700
'0:00.959',4.600
'0:00.960',4.500
'0:00.961',4.600
'0:00.962',4.600
'0:00.963',4.400
'0:00.964',4.100
'0:00.965',3.800
'0:00.966',3.700
'0:00.967',3.700
'0:00.968',3.900
'0:00.969',4.000
'0:00.970',4.000
'0:00.971',4.000
'0:00.972',4.100
'0:00.973',4.500
'0:00.974',5.000
'0:00.975',5.400
'0:00.976',5.500
'0:00.977',5.500
'0:00.978',5.500
'0:00.979',5.800
'0:00.980',6.200
'0:00.981',6.800
'0:00.982',7.200
'0:00.983',7.100
'0:00.984',6.500
'0:00.985',5.500
'0:00.986',4.400
'0:00.987',3.700
'0:00.988',3.400
'0:00.989',3.800
'0:00.990',4.500
'0:00.991',5.200
'0:00.992',5.700
'0:00.993',5.500
'0:00.994',4.600
'0:00.995',3.200
'0:00.996',1.800
'0:00.997',1.000
'0:00.998',1.100
'0:00.999',1.900
'0:01.000',3.300
'0:01.001',4.400
'0:01.002',5.000
'0:01.003',5.000
'0:01.004',4.700
'0:01.005',4.500
'0:01.006',4.800
'0:01.007',5.500
'0:01.008',6.300
'0:01.009',6.900
'0:01.010',6.800
'0:01.011',6.000
'0:01.012',4.700
'0:01.013',3.300
'0:01.014',2.000
'0:01.015',1.200
'0:01.016',0.900
'0:01.017',0.700
'0:01.018',0.600
'0:01.019',0.100
'0:01.020',-0.700
'0:01.021',-1.700
'0:01.022',-2.300
'0:01.023',-2.400
'0:01.024',-1.900
'0:01.025',-0.900
'0:01.026',0.200
'0:01.027',1.000
'0:01.028',1.300
'0:01.029',1.100
'0:01.030',0.600
'0:01.031',-0.100
'0:01.032',-0.900
'0:01.033',-1.700
'0:01.034',-2.500
'0:01.035',-3.200
'0:01.036',-3.600
'0:01.037',-3.700
'0:01.038',-3.500
'0:01.039',-2.800
'0:01.040',-1.900
'0:01.041',-1.000
'0:01.042',-0.200
'0:01.043',0.000
'0:01.044',-0.300
'0:01.045',-1.000
'0:01.046',-1.700
'0:01.047',-2.000
'0:01.048',-1.800
'0:01.049',-1.100
'0:01.050',-0.300
'0:01.051',0.100
'0:01.052',0.100
'0:01.053',-0.200
'0:01.054',-0.500
'0:01.055',-0.700
'0:01.056',-0.500
'0:01.057',-0.400
'0:01.058',-0.300
'0:01.059',-0.500
'0:01.060',-0.800
'0:01.061',-0.900
'0:01.062',-0.600
'0:01.063',0.000
'0:01.064',0.700
'0:01.065',1.100
'0:01.066',1.000
'0:01.067',0.400
'0:01.068',-0.200
'0:01.069',-0.400
'0:01.070',-0.100
'0:01.071',0.700
'0:01.072',1.700
'0:01.073',2.400
'0:01.074',2.400
'0:01.075',1.700
'0:01.076',0.700
'0:01.077',-0.300
'0:01.078',-0.900
'0:01.079',-1.100
'0:01.080',-0.900
'0:01.081',-0.700
'0:01.082',-0.500
'0:01.083',-0.500
'0:01.084',-0.300
'0:01.085',0.000
'0:01.086',0.300
'0:01.087',0.200
'0:01.088',-0.300
'0:01.089',-1.200
'0:01.090',-2.300
'0:01.091',-3.100
'0:01.092',-3.400
'0:01.093',-3.300
'0:01.094',-3.000
'0:01.095',-3.000
'0:01.096',-3.400
'0:01.097',-3.900
'0:01.098',-4.400
'0:01.099',-4.500
'0:01.100',-4.200
'0:01.101',-3.700
'0:01.102',-3.200
'0:01.103',-2.800
'0:01.104',-2.300
'0:01.105',-1.600
'0:01.106',-0.500
'0:01.107',1.100
'0:01.108',3.300
'0:01.109',6.200
'0:01.110',9.600
'0:01.111',13.400
'0:01.112',17.100
'0:01.113',20.000
'0:01.114',21.700
'0:01.115',21.700
'0:01.116',20.300
'0:01.117',17.800
'0:01.118',14.900
'0:01.119',11.900
'0:01.120',9.100
'0:01.121',6.500
'0:01.122',3.700
'0:01.123',0.600
'0:01.124',-2.800
'0:01.125',-6.500
'0:01.126',-9.900
'0:01.127',-12.500
'0:01.128',-13.700
'0:01.129',-13.300
'0:01.130',-11.700
'0:01.131',-9.300
'0:01.132',-6.900
'0:01.133',-4.900
'0:01.134',-3.500
'0:01.135',-2.700
'0:01.136',-2.300
'0:01.137',-2.200
'0:01.138',-2.500
'0:01.139',-2.900
'0:01.140',-3.400
'0:01.141',-3.600
'0:01.142',-3.500
'0:01.143',-3.100
'0:01.144',-2.600
'0:01.145',-2.500
'0:01.146',-2.700
'0:01.147',-3.300
'0:01.148',-3.800
'0:01.149',-4.000
'0:01.150',-3.900
'0:01.151',-3.600
'0:01.152',-3.400
'0:01.153',-3.500
'0:01.154',-3.700
'0:01.155',-3.900
'0:01.156',-4.000
'0:01.157',-3.900
'0:01.158',-3.600
'0:01.159',-3.100
'0:01.160',-2.600
'0:01.161',-2.100
'0:01.162',-1.800
'0:01.163',-1.600
'0:01.164',-1.500
'0:01.165',-1.500
'0:01.166',-1.500
'0:01.167',-1.800
'0:01.168',-2.300
'0:01.169',-3.000
'0:01.170',-3.900
'0:01.171',-4.700
'0:01.172',-5.200
'0:01.173',-5.400
'0:01.174',-5.200
'0:01.175',-4.900
'0:01.176',-4.700
'0:01.177',-4.600
'0:01.178',-4.600
'0:01.179',-4.800
'0:01.180',-5.200
'0:01.181',-5.800
'0:01.182',-6.500
'0:01.183',-7.100
'0:01.184',-7.300
'0:01.185',-6.800
'0:01.186',-5.700
'0:01.187',-4.500
'0:01.188',-3.400
'0:01.189',-3.000
'0:01.190',-3.200
'0:01.191',-3.700
'0:01.192',-4.100
'0:01.193',-4.200
'0:01.194',-3.700
'0:01.195',-2.800
'0:01.196',-1.800
'0:01.197',-1.000
'0:01.198',-0.400
'0:01.199',-0.300
'0:01.200',-0.500
'0:01.201',-0.900
'0:01.202',-1.500
'0:01.203',-2.100
'0:01.204',-2.400
'0:01.205',-2.500
'0:01.206',-2.200
'0:01.207',-1.800
'0:01.208',-1.400
'0:01.209',-1.100
'0:01.210',-1.100
'0:01.211',-1.200
'0:01.212',-1.300
'0:01.213',-1.200
'0:01.214',-0.700
'0:01.215',-0.100
'0:01.216',0.300
'0:01.217',0.300
