'Elapsed time','Abdomen_4'
'0:00.329',1.500
'0:00.330',1.800
'0:00.331',2.000
'0:00.332',1.900
'0:00.333',1.700
'0:00.334',1.300
'0:00.335',0.800
'0:00.336',0.400
'0:00.337',0.300
'0:00.338',0.400
'0:00.339',0.500
'0:00.340',0.200
'0:00.341',-0.700
'0:00.342',-2.100
'0:00.343',-3.700
'0:00.344',-4.900
'0:00.345',-5.000
'0:00.346',-4.200
'0:00.347',-2.800
'0:00.348',-1.700
'0:00.349',-1.400
'0:00.350',-2.000
'0:00.351',-3.200
'0:00.352',-4.300
'0:00.353',-4.800
'0:00.354',-4.700
'0:00.355',-4.200
'0:00.356',-3.900
'0:00.357',-4.100
'0:00.358',-4.700
'0:00.359',-5.500
'0:00.360',-6.000
'0:00.361',-6.100
'0:00.362',-5.800
'0:00.363',-5.500
'0:00.364',-5.400
'0:00.365',-5.500
'0:00.366',-5.700
'0:00.367',-5.700
'0:00.368',-5.500
'0:00.369',-5.100
'0:00.370',-4.700
'0:00.371',-4.500
'0:00.372',-4.500
'0:00.373',-4.800
'0:00.374',-5.400
'0:00.375',-6.200
'0:00.376',-7.100
'0:00.377',-7.900
'0:00.378',-8.200
'0:00.379',-8.200
'0:00.380',-7.900
'0:00.381',-7.600
'0:00.382',-7.700
'0:00.383',-8.100
'0:00.384',-8.600
'0:00.385',-8.800
'0:00.386',-8.600
'0:00.387',-8.000
'0:00.388',-7.300
'0:00.389',-7.000
'0:00.390',-7.200
'0:00.391',-7.700
'0:00.392',-8.100
'0:00.393',-8.300
'0:00.394',-8.000
'0:00.395',-7.500
'0:00.396',-7.000
'0:00.397',-6.600
'0:00.398',-6.300
'0:00.399',-6.000
'0:00.400',-5.500
'0:00.401',-5.000
'0:00.402',-4.500
'0:00.403',-4.300
'0:00.404',-4.600
'0:00.405',-5.300
'0:00.406',-6.100
'0:00.407',-6.700
'0:00.408',-6.800
'0:00.409',-6.500
'0:00.410',-5.800
'0:00.411',-5.200
'0:00.412',-5.100
'0:00.413',-5.500
'0:00.414',-6.400
'0:00.415',-7.500
'0:00.416',-8.100
'0:00.417',-8.200
'0:00.418',-7.700
'0:00.419',-6.800
'0:00.420',-5.800
'0:00.421',-5.100
'0:00.422',-4.400
'0:00.423',-3.900
'0:00.424',-3.400
'0:00.425',-2.900
'0:00.426',-2.800
'0:00.427',-3.200
'0:00.428',-4.000
'0:00.429',-5.100
'0:00.430',-6.000
'0:00.431',-6.500
'0:00.432',-6.400
'0:00.433',-6.100
'0:00.434',-5.800
'0:00.435',-5.700
'0:00.436',-5.700
'0:00.437',-5.800
'0:00.438',-5.500
'0:00.439',-4.700
'0:00.440',-3.600
'0:00.441',-2.600
'0:00.442',-1.900
'0:00.443',-1.800
'0:00.444',-2.100
'0:00.445',-2.800
'0:00.446',-3.300
'0:00.447',-3.700
'0:00.448',-3.600
'0:00.449',-3.300
'0:00.450',-2.600
'0:00.451',-1.800
'0:00.452',-0.900
'0:00.453',-0.100
'0:00.454',0.400
'0:00.455',0.500
'0:00.456',0.200
'0:00.457',-0.500
'0:00.458',-1.100
'0:00.459',-1.500
'0:00.460',-1.400
'0:00.461',-1.100
'0:00.462',-0.800
'0:00.463',-0.700
'0:00.464',-1.300
'0:00.465',-2.300
'0:00.466',-3.600
'0:00.467',-4.600
'0:00.468',-5.100
'0:00.469',-5.000
'0:00.470',-4.600
'0:00.471',-4.300
'0:00.472',-4.500
'0:00.473',-5.100
'0:00.474',-5.900
'0:00.475',-6.400
'0:00.476',-6.400
'0:00.477',-6.000
'0:00.478',-5.500
'0:00.479',-5.200
'0:00.480',-5.000
'0:00.481',-4.800
'0:00.482',-4.500
'0:00.483',-4.000
'0:00.484',-3.400
'0:00.485',-3.100
'0:00.486',-3.300
'0:00.487',-3.900
'0:00.488',-4.700
'0:00.489',-5.500
'0:00.490',-6.100
'0:00.491',-6.400
'0:00.492',-6.400
'0:00.493',-6.300
'0:00.494',-5.800
'0:00.495',-5.100
'0:00.496',-4.100
'0:00.497',-3.100
'0:00.498',-2.200
'0:00.499',-1.900
'0:00.500',-2.200
'0:00.501',-3.000
'0:00.502',-3.800
'0:00.503',-4.400
'0:00.504',-4.600
'0:00.505',-4.300
'0:00.506',-3.900
'0:00.507',-3.600
'0:00.508',-3.500
'0:00.509',-3.600
'0:00.510',-3.800
'0:00.511',-3.800
'0:00.512',-3.600
'0:00.513',-3.100
'0:00.514',-2.600
'0:00.515',-2.200
'0:00.516',-2.000
'0:00.517',-1.800
'0:00.518',-1.600
'0:00.519',-1.300
'0:00.520',-1.200
'0:00.521',-1.200
'0:00.522',-1.700
'0:00.523',-2.500
'0:00.524',-3.700
'0:00.525',-4.800
'0:00.526',-5.500
'0:00.527',-5.800
'0:00.528',-5.600
'0:00.529',-5.200
'0:00.530',-4.800
'0:00.531',-4.500
'0:00.532',-4.400
'0:00.533',-4.300
'0:00.534',-4.400
'0:00.535',-4.400
'0:00.536',-4.600
'0:00.537',-4.700
'0:00.538',-4.800
'0:00.539',-4.600
'0:00.540',-4.000
'0:00.541',-3.000
'0:00.542',-1.900
'0:00.543',-1.000
'0:00.544',-0.300
'0:00.545',0.100
'0:00.546',0.400
'0:00.547',0.900
'0:00.548',1.700
'0:00.549',2.500
'0:00.550',2.900
'0:00.551',2.400
'0:00.552',1.100
'0:00.553',-0.800
'0:00.554',-2.500
'0:00.555',-3.400
'0:00.556',-3.300
'0:00.557',-2.500
'0:00.558',-1.500
'0:00.559',-0.700
'0:00.560',-0.600
'0:00.561',-1.100
'0:00.562',-2.000
'0:00.563',-2.900
'0:00.564',-3.600
'0:00.565',-4.100
'0:00.566',-4.300
'0:00.567',-4.400
'0:00.568',-4.300
'0:00.569',-4.100
'0:00.570',-3.900
'0:00.571',-3.700
'0:00.572',-3.700
'0:00.573',-3.700
'0:00.574',-3.900
'0:00.575',-4.100
'0:00.576',-4.300
'0:00.577',-4.300
'0:00.578',-4.300
'0:00.579',-4.100
'0:00.580',-3.700
'0:00.581',-3.100
'0:00.582',-2.600
'0:00.583',-2.200
'0:00.584',-2.300
'0:00.585',-2.900
'0:00.586',-3.800
'0:00.587',-4.800
'0:00.588',-5.500
'0:00.589',-5.700
'0:00.590',-5.300
'0:00.591',-4.600
'0:00.592',-3.800
'0:00.593',-3.200
'0:00.594',-2.900
'0:00.595',-2.700
'0:00.596',-2.700
'0:00.597',-2.600
'0:00.598',-2.500
'0:00.599',-2.200
'0:00.600',-1.900
'0:00.601',-1.700
'0:00.602',-1.500
'0:00.603',-1.400
'0:00.604',-1.400
'0:00.605',-1.500
'0:00.606',-1.500
'0:00.607',-1.500
'0:00.608',-1.500
'0:00.609',-1.500
'0:00.610',-1.700
'0:00.611',-1.900
'0:00.612',-2.100
'0:00.613',-2.000
'0:00.614',-1.500
'0:00.615',-0.900
'0:00.616',-0.400
'0:00.617',-0.300
'0:00.618',-0.700
'0:00.619',-1.400
'0:00.620',-2.000
'0:00.621',-2.200
'0:00.622',-2.000
'0:00.623',-1.500
'0:00.624',-1.100
'0:00.625',-0.900
'0:00.626',-1.200
'0:00.627',-1.800
'0:00.628',-2.800
'0:00.629',-4.000
'0:00.630',-5.300
'0:00.631',-6.600
'0:00.632',-7.700
'0:00.633',-8.400
'0:00.634',-8.400
'0:00.635',-7.800
'0:00.636',-6.800
'0:00.637',-5.700
'0:00.638',-4.700
'0:00.639',-3.800
'0:00.640',-2.700
'0:00.641',-0.800
'0:00.642',2.500
'0:00.643',7.500
'0:00.644',13.900
'0:00.645',20.800
'0:00.646',26.600
'0:00.647',30.100
'0:00.648',30.700
'0:00.649',28.600
'0:00.650',24.900
'0:00.651',20.800
'0:00.652',16.800
'0:00.653',13.200
'0:00.654',9.500
'0:00.655',5.300
'0:00.656',0.600
'0:00.657',-4.400
'0:00.658',-9.100
'0:00.659',-13.000
'0:00.660',-15.800
'0:00.661',-17.300
'0:00.662',-17.600
'0:00.663',-16.500
'0:00.664',-14.300
'0:00.665',-11.300
'0:00.666',-8.300
'0:00.667',-5.700
'0:00.668',-3.700
'0:00.669',-2.300
'0:00.670',-1.100
'0:00.671',0.000
'0:00.672',0.900
'0:00.673',1.300
'0:00.674',1.000
'0:00.675',0.200
'0:00.676',-0.600
'0:00.677',-0.700
'0:00.678',0.200
'0:00.679',2.000
'0:00.680',4.100
'0:00.681',5.900
'0:00.682',7.300
'0:00.683',8.700
'0:00.684',10.400
'0:00.685',12.700
'0:00.686',15.200
'0:00.687',17.700
'0:00.688',19.800
'0:00.689',21.700
'0:00.690',23.600
'0:00.691',26.100
'0:00.692',29.200
'0:00.693',32.400
'0:00.694',35.301
'0:00.695',37.601
'0:00.696',39.301
'0:00.697',40.801
'0:00.698',42.501
'0:00.699',44.101
'0:00.700',45.401
'0:00.701',45.801
'0:00.702',44.901
'0:00.703',43.101
'0:00.704',40.601
'0:00.705',38.201
'0:00.706',36.401
'0:00.707',35.201
'0:00.708',34.701
'0:00.709',34.301
'0:00.710',33.801
'0:00.711',32.600
'0:00.712',30.400
'0:00.713',27.100
'0:00.714',22.900
'0:00.715',18.100
'0:00.716',13.200
'0:00.717',8.100
'0:00.718',2.900
'0:00.719',-2.700
'0:00.720',-8.400
'0:00.721',-13.800
'0:00.722',-18.200
'0:00.723',-20.800
'0:00.724',-21.700
'0:00.725',-21.400
'0:00.726',-20.600
'0:00.727',-20.500
'0:00.728',-21.200
'0:00.729',-22.700
'0:00.730',-24.500
'0:00.731',-26.000
'0:00.732',-27.000
'0:00.733',-27.400
'0:00.734',-27.500
'0:00.735',-27.400
'0:00.736',-27.200
'0:00.737',-27.100
'0:00.738',-26.800
'0:00.739',-26.300
'0:00.740',-25.300
'0:00.741',-23.900
'0:00.742',-22.000
'0:00.743',-20.100
'0:00.744',-18.500
'0:00.745',-17.400
'0:00.746',-16.600
'0:00.747',-15.900
'0:00.748',-15.000
'0:00.749',-13.700
'0:00.750',-12.100
'0:00.751',-10.300
'0:00.752',-8.600
'0:00.753',-7.000
'0:00.754',-5.600
'0:00.755',-4.400
'0:00.756',-3.500
'0:00.757',-2.900
'0:00.758',-2.800
'0:00.759',-3.100
'0:00.760',-3.700
'0:00.761',-4.400
'0:00.762',-5.000
'0:00.763',-5.400
'0:00.764',-5.500
'0:00.765',-5.400
'0:00.766',-5.100
'0:00.767',-4.600
'0:00.768',-4.200
'0:00.769',-4.000
'0:00.770',-4.000
'0:00.771',-3.900
'0:00.772',-3.700
'0:00.773',-3.000
'0:00.774',-2.000
'0:00.775',-1.000
'0:00.776',-0.100
'0:00.777',0.400
'0:00.778',0.700
'0:00.779',1.000
'0:00.780',1.400
'0:00.781',2.100
'0:00.782',2.700
'0:00.783',3.100
'0:00.784',3.000
'0:00.785',2.300
'0:00.786',1.300
'0:00.787',0.000
'0:00.788',-1.400
'0:00.789',-2.600
'0:00.790',-3.500
'0:00.791',-4.000
'0:00.792',-4.100
'0:00.793',-3.700
'0:00.794',-2.800
'0:00.795',-1.900
'0:00.796',-1.200
'0:00.797',-1.000
'0:00.798',-1.300
'0:00.799',-2.000
'0:00.800',-2.700
'0:00.801',-3.200
'0:00.802',-3.500
'0:00.803',-3.600
'0:00.804',-3.600
'0:00.805',-3.500
'0:00.806',-3.400
'0:00.807',-2.900
'0:00.808',-2.100
'0:00.809',-0.900
'0:00.810',0.300
'0:00.811',1.100
'0:00.812',1.200
'0:00.813',0.800
'0:00.814',0.000
'0:00.815',-0.600
'0:00.816',-0.900
'0:00.817',-0.600
'0:00.818',-0.200
'0:00.819',0.400
'0:00.820',0.700
'0:00.821',0.800
'0:00.822',0.600
'0:00.823',0.400
'0:00.824',0.200
'0:00.825',0.200
'0:00.826',0.500
'0:00.827',0.800
'0:00.828',1.000
'0:00.829',0.900
'0:00.830',0.600
'0:00.831',0.100
'0:00.832',-0.400
'0:00.833',-0.700
'0:00.834',-0.800
'0:00.835',-0.800
'0:00.836',-0.700
'0:00.837',-0.800
'0:00.838',-1.100
'0:00.839',-1.800
'0:00.840',-2.500
'0:00.841',-3.000
'0:00.842',-3.100
'0:00.843',-2.600
'0:00.844',-1.700
'0:00.845',-0.900
'0:00.846',-0.600
'0:00.847',-0.800
'0:00.848',-1.500
'0:00.849',-2.000
'0:00.850',-1.700
'0:00.851',-0.500
'0:00.852',1.100
'0:00.853',2.500
'0:00.854',3.100
'0:00.855',2.800
'0:00.856',2.100
'0:00.857',1.600
'0:00.858',1.800
'0:00.859',2.500
'0:00.860',3.600
'0:00.861',4.500
'0:00.862',4.900
'0:00.863',5.100
'0:00.864',5.400
'0:00.865',5.700
'0:00.866',6.000
'0:00.867',6.100
'0:00.868',5.800
'0:00.869',5.300
'0:00.870',4.800
'0:00.871',4.700
'0:00.872',5.000
'0:00.873',5.500
'0:00.874',5.800
'0:00.875',6.000
'0:00.876',6.200
'0:00.877',6.600
'0:00.878',7.400
'0:00.879',8.200
'0:00.880',8.900
'0:00.881',8.900
'0:00.882',8.400
'0:00.883',7.700
'0:00.884',7.100
'0:00.885',7.100
'0:00.886',8.000
'0:00.887',9.400
'0:00.888',11.100
'0:00.889',12.600
'0:00.890',13.700
'0:00.891',14.500
'0:00.892',15.000
'0:00.893',15.200
'0:00.894',15.200
'0:00.895',14.800
'0:00.896',13.800
'0:00.897',12.400
'0:00.898',11.000
'0:00.899',10.100
'0:00.900',9.900
'0:00.901',10.600
'0:00.902',11.400
'0:00.903',12.100
'0:00.904',12.100
'0:00.905',11.700
'0:00.906',11.400
'0:00.907',11.400
'0:00.908',11.800
'0:00.909',12.200
'0:00.910',12.300
'0:00.911',11.700
'0:00.912',10.900
'0:00.913',10.400
'0:00.914',10.600
'0:00.915',11.500
'0:00.916',12.600
'0:00.917',13.400
'0:00.918',13.600
'0:00.919',13.300
'0:00.920',13.100
'0:00.921',13.100
'0:00.922',13.500
'0:00.923',13.800
'0:00.924',13.600
'0:00.925',12.700
'0:00.926',11.600
'0:00.927',10.900
'0:00.928',10.900
'0:00.929',11.900
'0:00.930',13.300
'0:00.931',14.400
'0:00.932',14.800
'0:00.933',14.500
'0:00.934',13.700
'0:00.935',13.000
'0:00.936',12.800
'0:00.937',13.100
'0:00.938',13.700
'0:00.939',14.100
'0:00.940',14.100
'0:00.941',13.800
'0:00.942',13.400
'0:00.943',13.300
'0:00.944',13.400
'0:00.945',13.700
'0:00.946',14.000
'0:00.947',14.000
'0:00.948',13.800
'0:00.949',13.400
'0:00.950',13.000
'0:00.951',12.900
'0:00.952',13.000
'0:00.953',13.200
'0:00.954',13.600
'0:00.955',13.800
'0:00.956',13.700
'0:00.957',13.200
'0:00.958',12.500
'0:00.959',11.600
'0:00.960',10.700
'0:00.961',10.100
'0:00.962',9.800
'0:00.963',9.800
'0:00.964',10.000
'0:00.965',10.200
'0:00.966',10.100
'0:00.967',9.800
'0:00.968',9.300
'0:00.969',8.900
'0:00.970',8.700
'0:00.971',8.900
'0:00.972',9.400
'0:00.973',9.800
'0:00.974',10.000
'0:00.975',9.800
'0:00.976',9.500
'0:00.977',9.400
'0:00.978',9.600
'0:00.979',10.100
'0:00.980',10.700
'0:00.981',10.900
'0:00.982',10.500
'0:00.983',9.500
'0:00.984',8.200
'0:00.985',7.000
'0:00.986',6.000
'0:00.987',5.400
'0:00.988',4.800
'0:00.989',4.000
'0:00.990',3.100
'0:00.991',2.400
'0:00.992',1.800
'0:00.993',1.600
'0:00.994',1.600
'0:00.995',1.600
'0:00.996',1.500
'0:00.997',1.300
'0:00.998',1.200
'0:00.999',1.200
'0:01.000',1.300
'0:01.001',1.100
'0:01.002',0.700
'0:01.003',0.300
'0:01.004',0.000
'0:01.005',0.400
'0:01.006',1.300
'0:01.007',2.400
'0:01.008',3.200
'0:01.009',3.300
'0:01.010',2.600
'0:01.011',1.500
'0:01.012',0.200
'0:01.013',-0.900
'0:01.014',-1.600
'0:01.015',-2.200
'0:01.016',-2.900
'0:01.017',-3.600
'0:01.018',-4.500
'0:01.019',-5.300
'0:01.020',-6.100
'0:01.021',-6.600
'0:01.022',-6.800
'0:01.023',-6.800
'0:01.024',-6.500
'0:01.025',-5.900
'0:01.026',-5.000
'0:01.027',-3.800
'0:01.028',-2.600
'0:01.029',-1.600
'0:01.030',-1.000
'0:01.031',-1.100
'0:01.032',-1.900
'0:01.033',-3.100
'0:01.034',-4.500
'0:01.035',-5.700
'0:01.036',-6.500
'0:01.037',-6.600
'0:01.038',-6.100
'0:01.039',-5.200
'0:01.040',-4.200
'0:01.041',-3.100
'0:01.042',-2.400
'0:01.043',-2.000
'0:01.044',-2.000
'0:01.045',-2.100
'0:01.046',-2.100
'0:01.047',-1.600
'0:01.048',-0.800
'0:01.049',0.300
'0:01.050',1.500
'0:01.051',2.400
'0:01.052',2.700
'0:01.053',2.600
'0:01.054',1.900
'0:01.055',1.000
'0:01.056',0.200
'0:01.057',-0.300
'0:01.058',-0.300
'0:01.059',0.100
'0:01.060',0.700
'0:01.061',1.100
'0:01.062',1.200
'0:01.063',0.700
'0:01.064',0.000
'0:01.065',-0.700
'0:01.066',-1.200
'0:01.067',-1.200
'0:01.068',-0.900
'0:01.069',-0.400
'0:01.070',0.200
'0:01.071',0.600
'0:01.072',1.000
'0:01.073',1.400
'0:01.074',1.700
'0:01.075',2.000
'0:01.076',2.000
'0:01.077',1.800
'0:01.078',1.300
'0:01.079',0.700
'0:01.080',0.300
'0:01.081',0.300
'0:01.082',0.900
'0:01.083',1.800
'0:01.084',2.800
'0:01.085',3.300
'0:01.086',3.000
'0:01.087',1.900
'0:01.088',0.500
'0:01.089',-0.900
'0:01.090',-1.700
'0:01.091',-1.900
'0:01.092',-1.700
'0:01.093',-1.800
'0:01.094',-2.400
'0:01.095',-3.600
'0:01.096',-5.000
'0:01.097',-6.100
'0:01.098',-6.400
'0:01.099',-6.000
'0:01.100',-5.100
'0:01.101',-4.100
'0:01.102',-3.200
'0:01.103',-2.200
'0:01.104',-1.100
'0:01.105',0.400
'0:01.106',2.600
'0:01.107',5.500
'0:01.108',9.300
'0:01.109',14.100
'0:01.110',19.700
'0:01.111',25.600
'0:01.112',31.000
'0:01.113',34.701
'0:01.114',36.201
'0:01.115',35.101
'0:01.116',32.100
'0:01.117',28.000
'0:01.118',23.600
'0:01.119',19.400
'0:01.120',15.300
'0:01.121',10.900
'0:01.122',5.700
'0:01.123',-0.300
'0:01.124',-6.700
'0:01.125',-12.600
'0:01.126',-17.100
'0:01.127',-19.600
'0:01.128',-20.100
'0:01.129',-19.000
'0:01.130',-17.300
'0:01.131',-15.500
'0:01.132',-14.200
'0:01.133',-13.000
'0:01.134',-11.900
'0:01.135',-10.600
'0:01.136',-9.100
'0:01.137',-7.900
'0:01.138',-7.100
'0:01.139',-6.700
'0:01.140',-6.600
'0:01.141',-6.400
'0:01.142',-6.000
'0:01.143',-5.500
'0:01.144',-5.200
'0:01.145',-5.200
'0:01.146',-5.500
'0:01.147',-6.100
'0:01.148',-6.600
'0:01.149',-6.800
'0:01.150',-6.900
'0:01.151',-6.800
'0:01.152',-6.600
'0:01.153',-6.300
'0:01.154',-5.800
'0:01.155',-5.300
'0:01.156',-4.800
'0:01.157',-4.500
'0:01.158',-4.400
'0:01.159',-4.600
'0:01.160',-4.800
'0:01.161',-4.900
'0:01.162',-4.900
'0:01.163',-4.800
'0:01.164',-4.900
'0:01.165',-5.100
'0:01.166',-5.400
'0:01.167',-5.600
'0:01.168',-5.600
'0:01.169',-5.300
'0:01.170',-5.000
'0:01.171',-4.900
'0:01.172',-5.300
'0:01.173',-6.100
'0:01.174',-6.900
'0:01.175',-7.500
'0:01.176',-7.500
'0:01.177',-7.200
'0:01.178',-7.000
'0:01.179',-7.200
'0:01.180',-7.900
'0:01.181',-8.900
'0:01.182',-9.700
'0:01.183',-9.800
'0:01.184',-9.100
'0:01.185',-7.700
'0:01.186',-6.200
'0:01.187',-5.100
'0:01.188',-4.700
'0:01.189',-5.100
'0:01.190',-6.000
'0:01.191',-6.900
'0:01.192',-7.400
'0:01.193',-7.400
'0:01.194',-7.000
'0:01.195',-6.500
'0:01.196',-6.300
'0:01.197',-6.500
'0:01.198',-7.000
'0:01.199',-7.700
'0:01.200',-8.100
'0:01.201',-8.000
'0:01.202',-7.500
'0:01.203',-6.700
'0:01.204',-6.000
'0:01.205',-5.500
