'Elapsed time','Abdomen_2'
'0:00.128',-0.300
'0:00.129',-1.200
'0:00.130',-2.000
'0:00.131',-2.300
'0:00.132',-2.100
'0:00.133',-1.700
'0:00.134',-1.500
'0:00.135',-1.800
'0:00.136',-2.700
'0:00.137',-4.000
'0:00.138',-5.200
'0:00.139',-6.200
'0:00.140',-6.900
'0:00.141',-7.300
'0:00.142',-7.600
'0:00.143',-7.900
'0:00.144',-8.100
'0:00.145',-8.300
'0:00.146',-8.400
'0:00.147',-8.400
'0:00.148',-8.400
'0:00.149',-8.300
'0:00.150',-8.200
'0:00.151',-7.900
'0:00.152',-7.500
'0:00.153',-7.300
'0:00.154',-7.200
'0:00.155',-7.300
'0:00.156',-7.600
'0:00.157',-7.800
'0:00.158',-7.900
'0:00.159',-8.000
'0:00.160',-8.300
'0:00.161',-9.100
'0:00.162',-10.400
'0:00.163',-12.000
'0:00.164',-13.300
'0:00.165',-13.900
'0:00.166',-13.400
'0:00.167',-12.200
'0:00.168',-10.600
'0:00.169',-9.000
'0:00.170',-7.700
'0:00.171',-6.500
'0:00.172',-5.000
'0:00.173',-3.000
'0:00.174',-0.200
'0:00.175',3.200
'0:00.176',6.900
'0:00.177',10.600
'0:00.178',13.800
'0:00.179',16.100
'0:00.180',17.200
'0:00.181',16.700
'0:00.182',15.000
'0:00.183',12.300
'0:00.184',9.500
'0:00.185',6.800
'0:00.186',4.500
'0:00.187',2.000
'0:00.188',-1.200
'0:00.189',-5.400
'0:00.190',-10.500
'0:00.191',-15.400
'0:00.192',-19.200
'0:00.193',-21.100
'0:00.194',-21.000
'0:00.195',-19.300
'0:00.196',-17.000
'0:00.197',-14.900
'0:00.198',-13.500
'0:00.199',-12.600
'0:00.200',-12.000
'0:00.201',-11.100
'0:00.202',-10.000
'0:00.203',-8.600
'0:00.204',-7.300
'0:00.205',-6.400
'0:00.206',-5.900
'0:00.207',-5.700
'0:00.208',-5.400
'0:00.209',-4.800
'0:00.210',-3.800
'0:00.211',-2.600
'0:00.212',-1.900
'0:00.213',-1.800
'0:00.214',-2.500
'0:00.215',-3.700
'0:00.216',-4.800
'0:00.217',-5.400
'0:00.218',-5.400
'0:00.219',-4.900
'0:00.220',-4.300
'0:00.221',-4.200
'0:00.222',-4.400
'0:00.223',-4.700
'0:00.224',-4.700
'0:00.225',-4.200
'0:00.226',-3.100
'0:00.227',-1.800
'0:00.228',-0.600
'0:00.229',0.300
'0:00.230',0.800
'0:00.231',0.900
'0:00.232',0.700
'0:00.233',0.400
'0:00.234',0.000
'0:00.235',-0.600
'0:00.236',-1.200
'0:00.237',-1.800
'0:00.238',-2.600
'0:00.239',-3.400
'0:00.240',-4.100
'0:00.241',-4.700
'0:00.242',-5.000
'0:00.243',-5.100
'0:00.244',-5.000
'0:00.245',-4.800
'0:00.246',-4.500
'0:00.247',-4.200
'0:00.248',-3.800
'0:00.249',-3.500
'0:00.250',-3.100
'0:00.251',-3.000
'0:00.252',-3.000
'0:00.253',-2.900
'0:00.254',-2.700
'0:00.255',-2.300
'0:00.256',-1.700
'0:00.257',-1.200
'0:00.258',-1.100
'0:00.259',-1.400
'0:00.260',-2.000
'0:00.261',-2.300
'0:00.262',-2.100
'0:00.263',-1.300
'0:00.264',-0.200
'0:00.265',1.000
'0:00.266',1.700
'0:00.267',1.900
'0:00.268',1.600
'0:00.269',1.200
'0:00.270',0.800
'0:00.271',0.600
'0:00.272',0.400
'0:00.273',0.200
'0:00.274',-0.200
'0:00.275',-0.700
'0:00.276',-1.000
'0:00.277',-0.900
'0:00.278',-0.400
'0:00.279',0.400
'0:00.280',1.000
'0:00.281',1.100
'0:00.282',0.600
'0:00.283',-0.300
'0:00.284',-1.200
'0:00.285',-1.800
'0:00.286',-1.900
'0:00.287',-1.700
'0:00.288',-1.400
'0:00.289',-1.500
'0:00.290',-1.900
'0:00.291',-2.300
'0:00.292',-2.500
'0:00.293',-2.600
'0:00.294',-2.500
'0:00.295',-2.700
'0:00.296',-3.100
'0:00.297',-3.700
'0:00.298',-4.200
'0:00.299',-4.400
'0:00.300',-4.300
'0:00.301',-3.900
'0:00.302',-3.600
'0:00.303',-3.500
'0:00.304',-3.400
'0:00.305',-3.300
'0:00.306',-3.000
'0:00.307',-2.500
'0:00.308',-2.100
'0:00.309',-2.100
'0:00.310',-2.400
'0:00.311',-3.000
'0:00.312',-3.600
'0:00.313',-3.600
'0:00.314',-3.000
'0:00.315',-1.900
'0:00.316',-0.900
'0:00.317',-0.300
'0:00.318',-0.300
'0:00.319',-0.900
'0:00.320',-1.600
'0:00.321',-2.000
'0:00.322',-2.000
'0:00.323',-1.600
'0:00.324',-1.100
'0:00.325',-0.700
'0:00.326',-0.600
'0:00.327',-0.600
'0:00.328',-0.600
'0:00.329',-0.600
'0:00.330',-0.500
'0:00.331',-0.400
'0:00.332',-0.300
'0:00.333',0.100
'0:00.334',0.600
'0:00.335',1.500
'0:00.336',2.400
'0:00.337',3.200
'0:00.338',3.700
'0:00.339',3.800
'0:00.340',3.500
'0:00.341',2.800
'0:00.342',1.600
'0:00.343',-0.300
'0:00.344',-2.700
'0:00.345',-5.200
'0:00.346',-7.300
'0:00.347',-8.400
'0:00.348',-8.400
'0:00.349',-7.500
'0:00.350',-6.400
'0:00.351',-5.900
'0:00.352',-6.300
'0:00.353',-7.500
'0:00.354',-9.100
'0:00.355',-10.700
'0:00.356',-11.800
'0:00.357',-12.500
'0:00.358',-12.800
'0:00.359',-13.000
'0:00.360',-12.900
'0:00.361',-12.800
'0:00.362',-12.400
'0:00.363',-11.800
'0:00.364',-11.100
'0:00.365',-10.500
'0:00.366',-9.900
'0:00.367',-9.400
'0:00.368',-8.800
'0:00.369',-8.200
'0:00.370',-7.800
'0:00.371',-7.900
'0:00.372',-8.400
'0:00.373',-9.400
'0:00.374',-10.400
'0:00.375',-11.300
'0:00.376',-11.700
'0:00.377',-11.700
'0:00.378',-11.400
'0:00.379',-10.800
'0:00.380',-9.800
'0:00.381',-8.600
'0:00.382',-7.100
'0:00.383',-5.700
'0:00.384',-4.900
'0:00.385',-5.000
'0:00.386',-5.800
'0:00.387',-7.000
'0:00.388',-8.100
'0:00.389',-8.700
'0:00.390',-8.800
'0:00.391',-8.500
'0:00.392',-8.200
'0:00.393',-7.700
'0:00.394',-7.000
'0:00.395',-6.200
'0:00.396',-5.200
'0:00.397',-4.400
'0:00.398',-4.000
'0:00.399',-4.100
'0:00.400',-4.400
'0:00.401',-4.400
'0:00.402',-4.100
'0:00.403',-3.500
'0:00.404',-2.900
'0:00.405',-2.700
'0:00.406',-3.400
'0:00.407',-4.700
'0:00.408',-6.600
'0:00.409',-8.400
'0:00.410',-9.600
'0:00.411',-10.000
'0:00.412',-9.700
'0:00.413',-9.000
'0:00.414',-8.400
'0:00.415',-8.300
'0:00.416',-9.000
'0:00.417',-10.000
'0:00.418',-10.900
'0:00.419',-11.300
'0:00.420',-10.800
'0:00.421',-9.600
'0:00.422',-8.200
'0:00.423',-7.400
'0:00.424',-7.500
'0:00.425',-8.500
'0:00.426',-10.000
'0:00.427',-11.300
'0:00.428',-11.700
'0:00.429',-11.000
'0:00.430',-9.700
'0:00.431',-8.100
'0:00.432',-7.100
'0:00.433',-6.800
'0:00.434',-7.100
'0:00.435',-7.400
'0:00.436',-7.500
'0:00.437',-7.000
'0:00.438',-6.100
'0:00.439',-5.100
'0:00.440',-4.400
'0:00.441',-4.100
'0:00.442',-4.300
'0:00.443',-4.600
'0:00.444',-4.900
'0:00.445',-4.900
'0:00.446',-4.500
'0:00.447',-3.800
'0:00.448',-3.000
'0:00.449',-2.500
'0:00.450',-2.200
'0:00.451',-2.400
'0:00.452',-2.700
'0:00.453',-3.000
'0:00.454',-3.000
'0:00.455',-2.700
'0:00.456',-2.400
'0:00.457',-2.200
'0:00.458',-2.300
'0:00.459',-2.700
'0:00.460',-2.800
'0:00.461',-2.400
'0:00.462',-1.200
'0:00.463',0.400
'0:00.464',1.800
'0:00.465',2.300
'0:00.466',1.700
'0:00.467',0.000
'0:00.468',-2.200
'0:00.469',-4.300
'0:00.470',-6.000
'0:00.471',-7.100
'0:00.472',-7.800
'0:00.473',-8.500
'0:00.474',-9.200
'0:00.475',-9.900
'0:00.476',-10.300
'0:00.477',-10.500
'0:00.478',-10.200
'0:00.479',-9.600
'0:00.480',-8.800
'0:00.481',-7.800
'0:00.482',-6.900
'0:00.483',-6.000
'0:00.484',-5.500
'0:00.485',-5.100
'0:00.486',-4.900
'0:00.487',-4.800
'0:00.488',-4.600
'0:00.489',-4.500
'0:00.490',-4.400
'0:00.491',-4.500
'0:00.492',-4.700
'0:00.493',-4.900
'0:00.494',-4.900
'0:00.495',-4.600
'0:00.496',-4.000
'0:00.497',-3.200
'0:00.498',-2.400
'0:00.499',-1.800
'0:00.500',-1.400
'0:00.501',-1.200
'0:00.502',-1.000
'0:00.503',-1.000
'0:00.504',-1.000
'0:00.505',-1.200
'0:00.506',-1.700
'0:00.507',-2.200
'0:00.508',-2.600
'0:00.509',-2.600
'0:00.510',-2.300
'0:00.511',-1.800
'0:00.512',-1.400
'0:00.513',-1.400
'0:00.514',-1.800
'0:00.515',-2.200
'0:00.516',-2.200
'0:00.517',-1.700
'0:00.518',-0.600
'0:00.519',0.600
'0:00.520',1.100
'0:00.521',0.800
'0:00.522',-0.600
'0:00.523',-2.300
'0:00.524',-3.700
'0:00.525',-4.200
'0:00.526',-3.900
'0:00.527',-3.000
'0:00.528',-2.400
'0:00.529',-2.500
'0:00.530',-3.300
'0:00.531',-4.400
'0:00.532',-5.200
'0:00.533',-5.500
'0:00.534',-5.300
'0:00.535',-5.100
'0:00.536',-5.500
'0:00.537',-6.300
'0:00.538',-7.400
'0:00.539',-7.900
'0:00.540',-7.400
'0:00.541',-5.800
'0:00.542',-3.600
'0:00.543',-1.300
'0:00.544',0.500
'0:00.545',1.400
'0:00.546',1.500
'0:00.547',1.200
'0:00.548',0.900
'0:00.549',1.000
'0:00.550',1.300
'0:00.551',1.700
'0:00.552',1.800
'0:00.553',1.500
'0:00.554',1.000
'0:00.555',0.400
'0:00.556',0.100
'0:00.557',0.100
'0:00.558',0.300
'0:00.559',0.200
'0:00.560',-0.400
'0:00.561',-1.400
'0:00.562',-2.800
'0:00.563',-4.200
'0:00.564',-5.400
'0:00.565',-6.600
'0:00.566',-7.600
'0:00.567',-8.400
'0:00.568',-9.000
'0:00.569',-9.000
'0:00.570',-8.600
'0:00.571',-8.000
'0:00.572',-7.400
'0:00.573',-7.100
'0:00.574',-7.400
'0:00.575',-8.100
'0:00.576',-9.000
'0:00.577',-9.900
'0:00.578',-10.500
'0:00.579',-10.800
'0:00.580',-10.700
'0:00.581',-10.100
'0:00.582',-9.300
'0:00.583',-8.500
'0:00.584',-8.000
'0:00.585',-7.900
'0:00.586',-8.100
'0:00.587',-8.200
'0:00.588',-8.200
'0:00.589',-7.900
'0:00.590',-7.400
'0:00.591',-7.000
'0:00.592',-6.900
'0:00.593',-6.900
'0:00.594',-7.000
'0:00.595',-6.900
'0:00.596',-6.600
'0:00.597',-6.200
'0:00.598',-5.800
'0:00.599',-5.600
'0:00.600',-5.400
'0:00.601',-5.200
'0:00.602',-5.100
'0:00.603',-5.100
'0:00.604',-5.300
'0:00.605',-5.800
'0:00.606',-6.400
'0:00.607',-6.800
'0:00.608',-6.800
'0:00.609',-6.400
'0:00.610',-6.100
'0:00.611',-6.000
'0:00.612',-6.500
'0:00.613',-7.200
'0:00.614',-7.700
'0:00.615',-7.800
'0:00.616',-7.300
'0:00.617',-6.600
'0:00.618',-6.100
'0:00.619',-6.100
'0:00.620',-6.200
'0:00.621',-6.300
'0:00.622',-6.100
'0:00.623',-5.500
'0:00.624',-4.800
'0:00.625',-4.100
'0:00.626',-3.600
'0:00.627',-3.300
'0:00.628',-3.100
'0:00.629',-3.100
'0:00.630',-3.700
'0:00.631',-4.900
'0:00.632',-6.600
'0:00.633',-8.400
'0:00.634',-9.500
'0:00.635',-9.600
'0:00.636',-8.600
'0:00.637',-6.800
'0:00.638',-5.000
'0:00.639',-3.600
'0:00.640',-2.500
'0:00.641',-1.500
'0:00.642',0.100
'0:00.643',2.900
'0:00.644',6.900
'0:00.645',11.700
'0:00.646',16.300
'0:00.647',19.600
'0:00.648',20.700
'0:00.649',19.700
'0:00.650',17.000
'0:00.651',13.600
'0:00.652',10.500
'0:00.653',8.100
'0:00.654',6.300
'0:00.655',4.600
'0:00.656',2.700
'0:00.657',0.400
'0:00.658',-2.100
'0:00.659',-4.400
'0:00.660',-6.300
'0:00.661',-7.500
'0:00.662',-8.000
'0:00.663',-7.800
'0:00.664',-6.800
'0:00.665',-5.200
'0:00.666',-3.100
'0:00.667',-1.000
'0:00.668',0.900
'0:00.669',2.300
'0:00.670',3.100
'0:00.671',3.500
'0:00.672',3.500
'0:00.673',3.100
'0:00.674',2.300
'0:00.675',1.300
'0:00.676',0.400
'0:00.677',0.100
'0:00.678',0.700
'0:00.679',2.200
'0:00.680',4.200
'0:00.681',6.000
'0:00.682',7.500
'0:00.683',8.600
'0:00.684',9.600
'0:00.685',10.700
'0:00.686',11.800
'0:00.687',12.800
'0:00.688',13.100
'0:00.689',12.700
'0:00.690',11.700
'0:00.691',10.600
'0:00.692',9.900
'0:00.693',9.700
'0:00.694',9.700
'0:00.695',9.600
'0:00.696',8.900
'0:00.697',7.700
'0:00.698',6.200
'0:00.699',4.500
'0:00.700',2.700
'0:00.701',0.600
'0:00.702',-2.200
'0:00.703',-5.500
'0:00.704',-9.100
'0:00.705',-12.300
'0:00.706',-14.600
'0:00.707',-15.600
'0:00.708',-15.600
'0:00.709',-14.900
'0:00.710',-14.200
'0:00.711',-14.000
'0:00.712',-14.400
'0:00.713',-15.300
'0:00.714',-16.400
'0:00.715',-17.200
'0:00.716',-17.600
'0:00.717',-17.700
'0:00.718',-17.500
'0:00.719',-17.300
'0:00.720',-17.200
'0:00.721',-17.300
'0:00.722',-17.500
'0:00.723',-17.500
'0:00.724',-17.400
'0:00.725',-17.100
'0:00.726',-16.600
'0:00.727',-16.200
'0:00.728',-16.000
'0:00.729',-16.100
'0:00.730',-16.700
'0:00.731',-17.600
'0:00.732',-18.500
'0:00.733',-19.200
'0:00.734',-19.600
'0:00.735',-19.500
'0:00.736',-19.100
'0:00.737',-18.800
'0:00.738',-18.600
'0:00.739',-18.600
'0:00.740',-18.600
'0:00.741',-18.200
'0:00.742',-17.400
'0:00.743',-16.200
'0:00.744',-14.800
'0:00.745',-13.500
'0:00.746',-12.300
'0:00.747',-11.300
'0:00.748',-10.400
'0:00.749',-9.400
'0:00.750',-8.700
'0:00.751',-8.300
'0:00.752',-8.400
'0:00.753',-8.800
'0:00.754',-9.100
'0:00.755',-9.000
'0:00.756',-8.500
'0:00.757',-7.700
'0:00.758',-7.100
'0:00.759',-7.000
'0:00.760',-7.500
'0:00.761',-8.300
'0:00.762',-9.100
'0:00.763',-9.500
'0:00.764',-9.500
'0:00.765',-9.300
'0:00.766',-9.000
'0:00.767',-8.700
'0:00.768',-8.600
'0:00.769',-8.500
'0:00.770',-8.600
'0:00.771',-8.900
'0:00.772',-9.400
'0:00.773',-10.100
'0:00.774',-10.500
'0:00.775',-10.400
'0:00.776',-9.500
'0:00.777',-8.000
'0:00.778',-6.300
'0:00.779',-4.900
'0:00.780',-3.900
'0:00.781',-3.400
'0:00.782',-3.200
'0:00.783',-2.900
'0:00.784',-2.500
'0:00.785',-2.000
'0:00.786',-1.600
'0:00.787',-1.700
'0:00.788',-2.500
'0:00.789',-3.700
'0:00.790',-5.300
'0:00.791',-6.900
'0:00.792',-8.000
'0:00.793',-8.600
'0:00.794',-8.500
'0:00.795',-7.900
'0:00.796',-7.100
'0:00.797',-6.500
'0:00.798',-6.300
'0:00.799',-6.600
'0:00.800',-7.100
'0:00.801',-7.600
'0:00.802',-8.000
'0:00.803',-8.300
'0:00.804',-8.400
'0:00.805',-8.500
'0:00.806',-8.500
'0:00.807',-8.300
'0:00.808',-7.800
'0:00.809',-7.000
'0:00.810',-6.100
'0:00.811',-5.200
'0:00.812',-4.500
'0:00.813',-3.800
'0:00.814',-3.200
'0:00.815',-2.700
'0:00.816',-2.400
'0:00.817',-2.400
'0:00.818',-2.600
'0:00.819',-2.900
'0:00.820',-3.300
'0:00.821',-3.500
'0:00.822',-3.800
'0:00.823',-4.200
'0:00.824',-4.700
'0:00.825',-5.400
'0:00.826',-5.800
'0:00.827',-5.800
'0:00.828',-5.400
'0:00.829',-4.800
'0:00.830',-4.400
'0:00.831',-4.600
'0:00.832',-5.300
'0:00.833',-6.200
'0:00.834',-6.700
'0:00.835',-6.500
'0:00.836',-5.700
'0:00.837',-4.800
'0:00.838',-4.400
'0:00.839',-5.000
'0:00.840',-6.300
'0:00.841',-7.700
'0:00.842',-8.600
'0:00.843',-8.400
'0:00.844',-7.400
'0:00.845',-6.300
'0:00.846',-5.600
'0:00.847',-5.700
'0:00.848',-6.400
'0:00.849',-7.000
'0:00.850',-6.800
'0:00.851',-5.600
'0:00.852',-3.700
'0:00.853',-1.900
'0:00.854',-0.900
'0:00.855',-0.900
'0:00.856',-1.800
'0:00.857',-2.800
'0:00.858',-3.300
'0:00.859',-2.900
'0:00.860',-1.900
'0:00.861',-0.800
'0:00.862',-0.400
'0:00.863',-1.000
'0:00.864',-2.400
'0:00.865',-4.100
'0:00.866',-5.400
'0:00.867',-5.800
'0:00.868',-5.300
'0:00.869',-4.300
'0:00.870',-3.100
'0:00.871',-2.300
'0:00.872',-2.000
'0:00.873',-2.100
'0:00.874',-2.500
'0:00.875',-3.000
'0:00.876',-3.400
'0:00.877',-3.600
'0:00.878',-3.600
'0:00.879',-3.400
'0:00.880',-3.200
'0:00.881',-3.000
'0:00.882',-3.000
'0:00.883',-3.300
'0:00.884',-3.700
'0:00.885',-3.900
'0:00.886',-3.600
'0:00.887',-2.600
'0:00.888',-1.100
'0:00.889',0.700
'0:00.890',2.200
'0:00.891',2.900
'0:00.892',2.600
'0:00.893',1.700
'0:00.894',0.400
'0:00.895',-0.800
'0:00.896',-1.800
'0:00.897',-2.700
'0:00.898',-3.500
'0:00.899',-4.300
'0:00.900',-5.100
'0:00.901',-5.400
'0:00.902',-5.200
'0:00.903',-4.600
'0:00.904',-3.700
'0:00.905',-3.000
'0:00.906',-2.700
'0:00.907',-2.900
'0:00.908',-3.400
'0:00.909',-3.900
'0:00.910',-4.200
'0:00.911',-4.500
'0:00.912',-4.700
'0:00.913',-4.800
'0:00.914',-4.900
'0:00.915',-4.800
'0:00.916',-4.600
'0:00.917',-4.400
'0:00.918',-4.400
'0:00.919',-4.700
'0:00.920',-5.400
'0:00.921',-6.300
'0:00.922',-7.000
'0:00.923',-7.600
'0:00.924',-8.000
'0:00.925',-8.300
'0:00.926',-8.700
'0:00.927',-9.000
'0:00.928',-8.800
'0:00.929',-7.800
'0:00.930',-6.000
'0:00.931',-3.600
'0:00.932',-1.300
'0:00.933',0.400
'0:00.934',1.000
'0:00.935',0.600
'0:00.936',-0.300
'0:00.937',-1.000
'0:00.938',-1.300
'0:00.939',-1.200
'0:00.940',-1.200
'0:00.941',-1.500
'0:00.942',-2.200
'0:00.943',-3.000
'0:00.944',-3.300
'0:00.945',-3.100
'0:00.946',-2.200
'0:00.947',-1.300
'0:00.948',-0.800
'0:00.949',-0.800
'0:00.950',-1.200
'0:00.951',-1.600
'0:00.952',-1.700
'0:00.953',-1.300
'0:00.954',-0.800
'0:00.955',-0.500
'0:00.956',-0.500
'0:00.957',-0.800
'0:00.958',-1.100
'0:00.959',-1.100
'0:00.960',-1.000
'0:00.961',-0.800
'0:00.962',-0.700
'0:00.963',-0.800
'0:00.964',-0.700
'0:00.965',-0.400
'0:00.966',0.200
'0:00.967',1.100
'0:00.968',1.700
'0:00.969',1.900
'0:00.970',1.500
'0:00.971',0.900
'0:00.972',0.400
'0:00.973',0.400
'0:00.974',1.100
'0:00.975',2.400
'0:00.976',4.000
'0:00.977',5.700
'0:00.978',7.300
'0:00.979',8.700
'0:00.980',10.000
'0:00.981',11.100
'0:00.982',11.800
'0:00.983',11.800
'0:00.984',11.000
'0:00.985',9.500
'0:00.986',7.600
'0:00.987',5.700
'0:00.988',4.300
'0:00.989',3.400
'0:00.990',3.200
'0:00.991',3.200
'0:00.992',3.300
'0:00.993',3.000
'0:00.994',2.300
'0:00.995',1.100
'0:00.996',-0.300
'0:00.997',-1.500
'0:00.998',-2.500
'0:00.999',-2.900
'0:01.000',-2.800
'0:01.001',-2.600
'0:01.002',-2.200
'0:01.003',-1.900
'0:01.004',-1.600
'0:01.005',-1.000
'0:01.006',-0.200
'0:01.007',0.800
'0:01.008',1.700
'0:01.009',2.300
'0:01.010',2.400
'0:01.011',1.900
'0:01.012',1.000
'0:01.013',-0.500
'0:01.014',-2.200
'0:01.015',-4.000
'0:01.016',-5.500
'0:01.017',-6.400
'0:01.018',-6.200
'0:01.019',-5.100
'0:01.020',-3.400
'0:01.021',-1.600
'0:01.022',-0.300
'0:01.023',0.100
'0:01.024',-0.300
'0:01.025',-1.300
'0:01.026',-2.100
'0:01.027',-2.300
'0:01.028',-1.600
'0:01.029',-0.400
'0:01.030',1.000
'0:01.031',1.900
'0:01.032',2.100
'0:01.033',1.800
'0:01.034',1.200
'0:01.035',0.500
'0:01.036',-0.200
'0:01.037',-1.200
'0:01.038',-2.500
'0:01.039',-3.800
'0:01.040',-4.700
'0:01.041',-4.700
'0:01.042',-3.600
'0:01.043',-1.900
'0:01.044',-0.500
'0:01.045',0.100
'0:01.046',-0.400
'0:01.047',-1.400
'0:01.048',-2.000
'0:01.049',-1.800
'0:01.050',-0.500
'0:01.051',1.300
'0:01.052',2.900
'0:01.053',3.700
'0:01.054',3.700
'0:01.055',3.100
'0:01.056',2.500
'0:01.057',2.300
'0:01.058',2.700
'0:01.059',3.600
'0:01.060',4.800
'0:01.061',5.900
'0:01.062',6.600
'0:01.063',6.700
'0:01.064',6.100
'0:01.065',5.100
'0:01.066',4.100
'0:01.067',3.600
'0:01.068',3.700
'0:01.069',4.300
'0:01.070',5.100
'0:01.071',5.700
'0:01.072',5.900
'0:01.073',5.800
'0:01.074',5.700
'0:01.075',5.800
'0:01.076',6.100
'0:01.077',6.500
'0:01.078',6.800
'0:01.079',7.000
'0:01.080',7.300
'0:01.081',7.900
'0:01.082',9.000
'0:01.083',10.500
'0:01.084',11.800
'0:01.085',12.500
'0:01.086',12.000
'0:01.087',10.600
'0:01.088',8.600
'0:01.089',6.700
'0:01.090',5.400
'0:01.091',5.000
'0:01.092',5.200
'0:01.093',5.700
'0:01.094',6.000
'0:01.095',6.100
'0:01.096',6.100
'0:01.097',6.100
'0:01.098',6.200
'0:01.099',6.400
'0:01.100',6.600
'0:01.101',6.700
'0:01.102',6.700
'0:01.103',6.700
'0:01.104',6.900
'0:01.105',7.300
'0:01.106',7.900
'0:01.107',8.900
'0:01.108',10.600
'0:01.109',13.400
'0:01.110',17.600
'0:01.111',22.900
'0:01.112',28.200
'0:01.113',32.400
'0:01.114',34.201
'0:01.115',33.101
'0:01.116',29.700
'0:01.117',25.100
'0:01.118',20.600
'0:01.119',16.800
'0:01.120',13.600
'0:01.121',10.500
'0:01.122',6.700
'0:01.123',1.900
'0:01.124',-3.600
'0:01.125',-8.900
'0:01.126',-13.100
'0:01.127',-15.600
'0:01.128',-16.300
'0:01.129',-15.400
'0:01.130',-13.700
'0:01.131',-11.700
'0:01.132',-10.000
'0:01.133',-8.700
'0:01.134',-7.700
'0:01.135',-7.000
'0:01.136',-6.200
'0:01.137',-5.400
'0:01.138',-4.500
'0:01.139',-4.000
'0:01.140',-3.700
'0:01.141',-3.700
'0:01.142',-3.700
'0:01.143',-3.600
'0:01.144',-3.300
'0:01.145',-2.700
'0:01.146',-2.000
'0:01.147',-1.300
'0:01.148',-0.800
'0:01.149',-0.600
'0:01.150',-0.800
'0:01.151',-1.300
'0:01.152',-2.000
'0:01.153',-2.700
'0:01.154',-3.100
'0:01.155',-3.100
'0:01.156',-2.500
'0:01.157',-1.400
'0:01.158',0.000
'0:01.159',1.600
'0:01.160',3.000
'0:01.161',4.100
'0:01.162',4.700
'0:01.163',4.600
'0:01.164',3.900
'0:01.165',2.800
'0:01.166',1.700
'0:01.167',0.800
'0:01.168',0.400
'0:01.169',0.500
'0:01.170',0.700
'0:01.171',0.900
'0:01.172',0.900
'0:01.173',0.700
'0:01.174',0.400
'0:01.175',0.200
'0:01.176',0.300
'0:01.177',0.600
'0:01.178',0.900
'0:01.179',0.800
'0:01.180',0.200
'0:01.181',-0.800
'0:01.182',-1.900
'0:01.183',-2.600
'0:01.184',-2.600
'0:01.185',-1.800
